object_id,area,elev_mean,clay_0_30cm_mean,sand_0_30cm_mean,silt_0_30cm_mean,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,p_mean,p_seasonality,frac_snow,high_prec_freq,low_prec_freq,high_prec_dur,low_prec_dur
DE710220,161.7,397.75,29.58,20.09,45.08,6.82,62.19,30.99,0,0,2.41,-0.07,0.05,17.63,230.74,1.18,3.99
DE710230,92.27,266.21,24.11,18.41,44.12,17.28,46.46,36.26,0,0,2.34,0.11,0.04,17.5,223.82,1.18,3.99
DE710240,138.16,317.84,27.25,21.87,47.24,5.51,62.42,32.07,0,0,1.89,0.18,0.06,16.5,235.11,1.18,3.99
DE710250,23.74,451.36,27.84,17.86,51.51,4.74,78.25,17.01,0,0,2.92,-0.04,0.08,16.46,220.08,1.18,3.99
DE710260,109.26,384.17,25.43,19.14,46.5,10.67,24.76,64.57,0,0,2.18,0.05,0.06,17.22,223.42,1.18,3.99
DE710270,206.45,394.02,25.78,21,49.46,5.97,36.3,57.73,0,0,2.16,0.09,0.06,16.74,230.48,1.18,3.99
DE710280,81.03,344.71,25.21,23.97,43.29,9.86,43.03,47.1,0,0,2.4,-0.08,0.05,18.27,229.64,1.18,3.99
DE710290,44.34,335.22,26.19,22.45,44.23,10.66,52.29,37.05,0,0,2.87,-0.01,0.06,17.47,221.78,1.18,3.99
DE710300,11.09,428.81,29.44,18.43,52.13,0.11,36.58,63.31,0,0,2.59,0.04,0.07,17.42,226.42,1.18,3.99
DE710310,184.2,301.17,24.49,17.66,46.92,14.62,42.12,43.25,0,0,1.93,0.09,0.05,18.14,240.23,1.18,3.99
DE710320,1799.23,439.87,25.68,22.12,48.14,5.02,39.7,54.59,0.03,0.67,2.37,-0.06,0.08,14.8,215.91,1.18,3.99
DE710330,674.1,342.51,28.16,21.68,45.15,5.98,46.75,47.17,0,0.11,2.5,-0.03,0.05,17.55,226.76,1.18,3.99
DE710340,101.03,377.89,25.65,25.33,46.91,2.44,41.08,56.47,0,0,1.98,0.08,0.07,16.72,233.68,1.18,3.99
DE710350,35.63,298.52,26.91,21.6,47.38,2.91,46.72,50.37,0,0,2.6,-0.03,0.04,18.15,228.59,1.18,3.99
DE710360,114.58,334.47,25.94,22,49.93,2.32,60.96,36.4,0,0.32,2,0.12,0.05,16.85,238.01,1.18,3.99
DE710370,183.97,598.2,30.05,21.54,46.54,3.46,61.55,34.85,0.14,0,2.58,0.05,0.13,15.16,216.18,1.18,3.99
DE710380,63,433.71,26.06,21.68,48.89,5.64,20.67,73.69,0,0,2.86,-0.11,0.07,15.92,214.31,1.18,3.99
DE710390,56.86,312.76,27.07,22.64,47.23,5.66,17.09,76.78,0,0.47,2.42,0.06,0.05,17.94,231.62,1.18,3.99
DE710400,323.09,336.29,25.5,22.83,46.36,8.81,35.1,56.02,0,0.07,2.56,-0.02,0.05,18.1,225,1.18,3.99
DE710410,943.58,302.96,27.25,21.15,44.48,8.39,46.36,45.07,0,0.19,2.43,0.02,0.05,16.35,224.01,1.18,3.99
DE710420,477.24,219.27,25,20.06,45.9,10.8,53.37,35.61,0.1,0.12,2.19,0.06,0.03,17.8,232.88,1.18,3.99
DE710430,217.82,362.86,25.94,23.82,46.01,6.59,53.57,39.84,0,0,1.93,0.18,0.06,16.44,235.69,1.18,3.99
DE710440,1762.42,319.78,26.82,22.59,47.11,5.63,58.9,35.34,0,0.13,2.08,0.11,0.06,14.95,215.62,1.18,3.99
DE710450,53.78,421.7,24.43,22.03,46.08,11.81,25.64,62.55,0,0,2.38,0.09,0.08,15.05,218.9,1.18,3.99
DE710460,132.96,359.3,26.05,24.36,44.21,4.95,41.31,53.1,0,0.63,2.21,-0.03,0.06,17.55,230.15,1.18,3.99
DE710470,420.58,384.81,26.86,24.53,44.74,5.33,60.19,34.48,0,0,2.01,0.16,0.06,16.03,229.08,1.18,3.99
DE710490,54.52,630.59,29.67,22.44,45.52,5.88,51.92,42.2,0,0,2.78,0,0.13,16.56,217.85,1.18,3.99
DE710500,48.58,298.39,26.22,22.44,49.59,2.87,43.41,53.72,0,0,2.14,0.12,0.06,16.61,230.67,1.18,3.99
DE710510,224.36,349.34,27.53,21.54,48.61,3.37,59.68,36.95,0,0,2.05,0.12,0.06,16.5,232.67,1.18,3.99
DE710520,188.72,255.53,25.49,23.62,45,8.64,64.39,26.97,0,0,2.02,0.12,0.05,16.92,234.22,1.18,3.99
DE710530,1072.11,233.8,26.07,18.46,47.73,9.58,58.15,31.95,0.05,0.28,1.93,0.13,0.04,17.05,235.31,1.18,3.99
DE710540,146.3,410.53,29.01,22.9,47.32,2.64,23.05,74.31,0,0,2.6,-0.07,0.06,17.18,224.61,1.18,3.99
DE710550,562.29,432.61,28.05,20.51,43.49,10.29,52.04,37.67,0,0,2.35,0.05,0.07,16.26,222.41,1.18,3.99
DE710560,79.46,342.15,27.32,23.41,46.72,2.99,18.46,78.55,0,0,2.65,0.01,0.05,17.39,225.2,1.18,3.99
DE710570,72.14,396,26.16,28.88,43.27,4.08,42.09,53.83,0,0,2.03,0.08,0.06,16.74,233.3,1.18,3.99
DE710580,85.88,355.25,24.63,19.03,47.37,12.17,39.01,48.82,0,0,2.03,0.05,0.05,18.1,238.11,1.18,3.99
DE710590,126.94,288.06,25.18,19.26,49.66,6.63,56.17,37.2,0,0,2.06,0.08,0.05,17.81,238.5,1.18,3.99
DE710600,380.64,227.63,24.16,21.34,41.4,16.98,53.41,29.38,0,0.22,2.4,0.1,0.04,17.06,227.62,1.18,3.99
DE710610,181.68,407.33,29.01,20.19,47.31,4.1,62.33,33.2,0,0.37,2.47,-0.07,0.07,17.85,227.88,1.18,3.99
DE710620,1666.51,348.08,25.14,22.92,47.77,5.83,47.99,46.09,0.03,0.06,2.21,0.02,0.06,16.08,223.81,1.18,3.99
DE710630,24.3,397.68,26.82,22.57,46.01,8.7,17.02,74.27,0,0,2.08,0,0.06,16,209.63,1.18,3.99
DE710640,107.73,426.56,29.32,22.02,45.57,4.04,66.33,29.63,0,0,2.15,0.15,0.06,16.71,230.24,1.18,3.99
DE710650,144.57,397.68,24.8,22.39,46.37,9.25,33.71,57.04,0,0,2.09,0.05,0.06,17.32,234.35,1.18,3.99
DE710660,132.41,386,26.33,23.51,45.4,6.31,32.04,61.48,0,0.17,2.8,-0.08,0.06,17.97,223.11,1.18,3.99
DE710670,85.63,249.26,24.81,20.43,47.87,10.74,53.32,35.94,0,0,2.05,0.09,0.04,17.93,237.28,1.18,4
DE710680,175.88,229,25.15,20.28,47.96,9.65,52.29,38.06,0,0,1.9,0.11,0.04,18,240.1,1.18,4
DE710690,138.18,121.34,23.27,18.11,33.01,31.72,15.71,51.76,0,0.81,1.78,0.15,0.03,18.86,248.55,1.18,4
DE710700,429.68,351.02,26.75,22.28,48.65,3.47,54.44,42.09,0,0,2.1,0.11,0.07,15.97,227.56,1.18,4
DE710710,305.52,316.43,24.63,20.37,48.11,9.14,47.08,43.78,0,0,1.9,0.14,0.05,16.98,237.48,1.18,4
DE710720,526.97,228.25,26.93,19.35,47.73,6.88,61.03,31.43,0.09,0.57,2.04,0.12,0.04,16.27,225.74,1.18,4
DE710730,117.56,358.23,25.45,28.81,44.09,1.98,40.46,57.55,0,0,1.92,0.11,0.05,17.03,240.05,1.18,4
DE710740,175.07,325.87,25.4,26.88,45.24,4.03,50.44,45.53,0,0,2.05,-0.02,0.05,17,235.77,1.18,4
DE710750,70.76,324.66,24.53,18.3,45.59,16.84,38.6,44.57,0,0,2.02,-0.02,0.04,19.24,243.3,1.18,4
DE710760,45.6,305.1,20.04,14.77,38.18,30.92,15.34,53.74,0,0,2.17,-0.09,0.04,19.88,244.48,1.18,4
DE710770,118.99,325.66,27.22,22.52,46.77,6.92,53.89,39.19,0,0,1.94,0.17,0.05,16.58,235.7,1.18,4
DE710780,317.76,364.37,27.67,19.12,50.74,3.51,62.45,34.04,0,0,2.34,0.07,0.06,16.97,229.24,1.18,4
DE710790,170.41,399.93,27.22,24.15,47.56,1.09,18.65,80.27,0,0,1.93,0.11,0.06,16.53,227.91,1.18,4
DE710800,420.59,479.59,28.95,23.36,45.49,3.47,64.68,31.79,0.06,0,2.27,0.09,0.09,15.13,221.07,1.18,4
DE710810,36.02,469.23,25.96,20.52,47.08,6.12,46.06,46.54,0,1.28,2.91,-0.04,0.09,17.2,222.06,1.18,4
DE710820,77.19,503.5,26.61,21.7,47.63,8.09,21.29,70.62,0,0,2.27,0.08,0.08,15.89,217.18,1.18,4
DE710830,251.18,348.36,25.1,25.69,45.65,4.93,55.87,39.2,0,0,1.94,0.13,0.05,16.67,238.21,1.18,4
DE710840,69.25,475.52,30.28,21.91,45.85,3.48,43.87,52.65,0,0,2.41,0.02,0.07,17.04,225.66,1.18,4
DE710850,41.07,297.26,26.55,21.64,51.2,3.39,30.97,65.64,0,0,2.22,0.06,0.05,17.42,232.4,1.18,4
DE710860,28.86,504,28.94,20.73,48.8,4.26,52.54,43.2,0,0,3.17,-0.2,0.09,17.86,216.1,1.18,4
DE710870,28.07,505.89,26.01,20.99,46.95,6.79,50.92,42.29,0,0,3,-0.06,0.09,17.16,220.8,1.18,4
DE710890,78.52,459.25,29.4,23.71,45.8,2.26,59.95,37.79,0,0,2.19,0.13,0.06,16.24,229.01,1.18,4
DE710900,116.32,361.7,28.92,21.04,44.63,7.59,56.48,35.94,0,0,2.42,-0.03,0.06,17.19,227.23,1.18,4
DE710910,24.61,507.51,29.03,20.22,49.6,1.91,58.17,39.92,0,0,3.12,-0.07,0.1,16.33,216.44,1.18,4
DE710920,127.67,350.82,26.86,20.55,48.43,5.47,56.21,37.96,0,0.36,2.5,0.03,0.06,16.83,226.59,1.18,4
DE710930,989.92,324.04,24.68,25.63,45.69,4.97,56.52,38.18,0,0.33,1.92,0.13,0.05,16.26,235.15,1.18,4
DE710940,112.17,350.73,29.72,20.91,45.6,5.19,62.69,32.12,0,0,2.59,-0.06,0.05,17.58,226.89,1.18,4
DE710950,393.88,271.99,27.58,19.23,46.44,7.95,54.36,37.69,0,0,2.27,0.08,0.04,16.81,229.71,1.18,4
DE810010,439.58,51.31,14.45,50.18,32.14,3.35,87.1,8.88,0,0.67,1.77,0.14,0.04,16.72,241.29,1.18,4
DE810020,242.05,54.8,13.66,51.19,31.8,3.2,87.54,8.45,0,0.82,1.76,0.14,0.04,14.26,205.71,1.18,4
DE810030,93.87,60.08,13.39,50.67,32.52,2.34,87.29,8.97,0,1.4,1.84,0.16,0.04,17.31,238.93,1.18,4
DE810050,126.5,41.04,15.94,49.94,30.54,1.47,90.29,5.94,0.59,1.72,1.82,0.11,0.04,15.6,220.97,1.18,4
DE810060,162.66,51.12,15.62,48.51,32.8,3.4,87.95,8.05,0,0.6,1.76,0.15,0.04,10.25,141.74,1.18,4
DE810080,20.28,54.24,14.56,46.94,32.15,6.11,90.73,3.16,0,0,1.75,0.2,0.06,15.69,213.41,1.18,4
DE810090,20.52,54.05,14.43,46.53,31.87,6.84,90.04,3.12,0,0,1.8,0.12,0.04,18.63,243.69,1.18,4
DE810100,78.4,55.68,13.25,51.75,29.88,5.54,82.31,11.3,0,0.85,1.71,0.17,0.04,14.02,195.28,1.18,4
DE810110,69.71,36.18,14.42,52.26,30.43,1.84,89.47,7.17,0,1.52,1.66,0.22,0.04,10.56,149.96,1.18,4
DE810120,66.05,52.64,12.6,56.78,26.83,3.8,83.37,12.83,0,0,1.81,0.16,0.04,17.97,244.01,1.18,4
DE810130,35.87,54.42,12.1,56.71,25.59,4.62,74.21,21.17,0,0,1.64,0.15,0.05,15.11,221.5,1.18,4
DE810150,107.84,61,12.56,51.61,29.66,5.47,81.39,11.35,0,1.79,1.77,0.15,0.04,10.55,139.32,1.18,4
DE810160,71.06,48.43,12.79,57.33,27.94,2.6,86.29,10.5,0,0.62,1.78,0.2,0.04,18.38,246.34,1.18,4
DE810170,212.25,57.63,13.44,57.47,27.68,2.18,86.99,10.83,0,0,1.84,0.22,0.05,17.32,238.92,1.18,4
DE810180,214.55,57.21,13.44,57.54,27.63,2.16,87.13,10.71,0,0,1.84,0.21,0.04,17,239.89,1.18,4
DE810190,101.62,61.06,13.09,57.73,27.66,2.3,84.26,13.45,0,0,1.77,0.17,0.06,13.31,183.34,1.18,4
DE810210,101.72,61.02,13.09,57.73,27.66,2.3,84.27,13.43,0,0,1.78,0.19,0.04,13.9,193.97,1.18,4
DE810220,59.37,65.37,14.88,54.3,30.39,0.56,88.99,10.45,0,0,1.8,0.19,0.04,16.71,242.36,1.18,4
DE810230,47.36,33.26,11.22,60.7,22.58,10.59,79.62,9.73,0.06,0,1.77,0.3,0.05,17.6,244.63,1.18,4
DE810260,3049.17,46.29,10.08,62.12,21.71,3.39,70.25,22.47,0.47,3.41,1.77,0.18,0.04,15.97,221.72,1.18,4
DE810280,1431.43,53.29,9.75,62.47,21.26,2.65,64.71,27.96,0.45,4.24,1.76,0.17,0.05,14.5,193.98,1.18,4
DE810290,804.54,53.62,10.2,62.24,22.41,2.85,65.89,27.92,0.29,3.05,1.72,0.17,0.05,16.63,240.33,1.18,4
DE810300,808.01,53.51,10.2,62.27,22.4,2.83,65.96,27.88,0.29,3.04,1.73,0.16,0.05,17.02,241.08,1.18,4.01
DE810310,776.36,53.69,10.23,62.08,22.45,2.95,67.32,26.35,0.3,3.08,1.65,0.24,0.06,16.7,243.22,1.18,4.01
DE810320,356,59.1,9.69,63.83,21.75,3.6,70.53,22.92,0.18,2.79,1.7,0.17,0.05,17,244.66,1.18,4.01
DE810330,259.71,61.19,9.5,65.88,21.66,2.59,75.57,20.25,0.24,1.35,1.69,0.16,0.05,17.47,245.37,1.18,4.01
DE810340,88.7,69.09,10.71,64.44,24,1.95,84.68,13.37,0,0,1.68,0.16,0.05,17.2,245.2,1.18,4.01
DE810380,87.43,40.11,11.05,63.89,23.32,3.32,87,9.67,0,0,1.75,0.21,0.04,17.3,243.03,1.18,4.01
DE810390,87.43,40.11,11.05,63.89,23.32,3.32,87,9.67,0,0,1.74,0.27,0.04,16.16,238.05,1.18,4.01
DE810410,306.19,43.59,11.87,61.02,25.7,2.16,89.28,7.88,0.27,0.41,1.78,0.17,0.05,16.53,225.71,1.18,4.01
DE810420,317.53,42.72,11.81,61.09,25.64,2.19,89.31,7.74,0.36,0.4,1.82,0.21,0.04,15.2,211.03,1.18,4.01
DE810440,947.96,42.96,9.66,61.93,20.37,4.23,68.47,22.62,0.37,4.31,1.69,0.2,0.05,17.18,243.87,1.18,4.01
DE810450,661.37,48.87,9.49,61.82,19.77,4.93,62.73,26.87,0.53,4.93,1.69,0.16,0.05,16.63,241.81,1.18,4.01
DE810470,189.6,68.19,8.57,58.96,17.68,2.53,40.73,44.69,0.61,11.43,1.68,0.16,0.06,16.88,230.97,1.18,4.01
DE810490,50.57,78.74,8.86,64.89,18.65,2.17,32.94,59.39,0,5.5,1.7,0.14,0.05,15.09,212.79,1.18,4.01
DE810550,119.9,32.13,10.05,64.95,21.51,9.89,76.14,13.97,0,0,1.72,0.21,0.04,13.19,187.72,1.18,4.01
DE810570,185.1,49.47,10.14,64.14,20.89,1.83,76.22,19.02,0.17,2.76,1.66,0.18,0.06,17.64,245.78,1.18,4.01
DE810580,515.9,55.99,8.89,62.52,19.05,2.21,61.95,28.33,0.79,6.71,1.66,0.19,0.05,16.86,244.57,1.18,4.01
DE810590,251.13,63.07,9.07,61.67,18.98,2.31,57.59,31.35,1.26,7.49,1.64,0.2,0.05,17.05,240.59,1.18,4.01
DE810600,189.03,64.61,9.01,62.48,18.91,1.46,56.28,33.17,1.52,7.57,1.7,0.16,0.05,15.77,232.42,1.18,4.01
DE810610,309.97,51.14,10.84,58.54,23.38,3.26,66.03,26.26,0.31,4.14,1.79,0.16,0.05,15.06,214.94,1.18,4.01
DE810650,53.48,36.67,12.12,62.19,24.61,2.72,64.3,32.98,0,0,1.75,0.23,0.04,13.85,192.16,1.18,4.01
DE810660,51.45,37.58,12.14,62.23,24.6,2.4,64.4,33.19,0,0,1.8,0.23,0.04,14.64,202.04,1.18,4.01
DE810670,51.44,37.59,12.14,62.23,24.6,2.4,64.4,33.2,0,0,1.83,0.23,0.05,15.37,213.24,1.18,4.01
DE810680,48.82,45.88,10.94,65.49,23.42,0.82,63.26,35.92,0,0,1.78,0.14,0.08,17,246.71,1.18,4.01
DE810690,48.84,45.87,10.94,65.49,23.42,0.82,63.27,35.91,0,0,1.78,0.14,0.07,14.34,203.38,1.18,4.01
DE810700,48.84,45.87,10.94,65.49,23.42,0.82,63.27,35.91,0,0,1.82,0.17,0.06,15.79,218.09,1.18,4.01
DE810740,38.82,49.12,11.09,64.75,24.1,0.75,67.94,31.3,0,0,1.78,0.31,0.08,10.15,145.67,1.18,4.01
DE810770,50.9,48.6,11.93,64.8,22.74,1.14,83.6,15.26,0,0,1.76,0.19,0.04,17.74,243.37,1.18,4.01
DE810790,45.05,16.23,13.3,60.68,25.19,2.44,83.79,13.77,0,0,1.86,0.22,0.05,17.32,241.92,1.18,4.01
DE810800,36.63,18.51,13.6,59.77,26.42,1.08,77.86,21.06,0,0,1.84,0.22,0.04,16.73,242.41,1.18,4.01
DE810820,245.75,21.54,12.48,59.63,24.7,2.01,68.03,27.69,0.55,1.72,1.86,0.23,0.05,18.91,245.5,1.18,4.01
DE810830,245.75,21.54,12.48,59.63,24.7,2.01,68.03,27.69,0.55,1.72,1.83,0.17,0.05,17.08,241.47,1.18,4.01
DE810840,29.65,25.75,13.41,61.43,25.16,0,67.28,32.72,0,0,1.9,0.19,0.04,17,243.23,1.18,4.01
DE810870,10.39,19.05,8.49,45.24,18.66,37.24,62.66,0.11,0,0,1.79,0.2,0.05,17.32,246.03,1.18,4.01
DE810910,56.61,22.9,13.64,55.78,24.76,4.8,73.99,19.9,0,1.31,1.87,0.15,0.07,10.42,138.86,1.18,4.01
DE810920,56.61,22.9,13.64,55.78,24.76,4.8,73.99,19.9,0,1.31,1.81,0.16,0.07,17.98,245.18,1.18,4.01
DE810930,16.47,32.62,13.59,56.12,25.76,5.72,59.39,34.89,0,0,1.9,0.16,0.05,17.75,243.4,1.18,4.01
DE810940,9.95,27.06,14.47,46.02,25.14,13.88,60.44,18.36,0,7.31,1.62,0.16,0.06,19.22,253.9,1.18,4.01
DE810950,12.78,23.15,14.26,45.76,24.02,12.02,63.93,15.54,0,8.51,1.82,0.2,0.05,17.42,246.92,1.18,4.01
DE811040,36.85,40.01,10.84,66.41,22.75,1.14,45.93,52.94,0,0,1.67,0.17,0.07,18.24,248.45,1.18,4.01
DE811050,36.85,40.01,10.84,66.41,22.75,1.14,45.93,52.94,0,0,1.71,0.18,0.07,17.67,248.11,1.18,4.01
DE811100,4182.65,44.92,11.41,62.22,21.99,3.04,77.1,16.38,1.17,2.32,1.68,0.25,0.05,16.67,243.3,1.18,4.01
DE811110,328.4,35.28,11.7,62.45,22.81,2.75,83.96,12.07,0.19,1.02,1.71,0.23,0.05,17.81,247.9,1.18,4.01
DE811170,364.5,62.63,10.38,66.55,20.15,1.64,81.21,15.28,0,1.88,1.52,0.13,0.04,17.78,252.1,1.18,4.01
DE811180,363.28,62.71,10.39,66.54,20.14,1.64,81.17,15.31,0,1.88,1.55,0.25,0.07,19,253.09,1.18,4.01
DE811190,363.28,62.71,10.39,66.54,20.14,1.64,81.17,15.31,0,1.88,1.56,0.22,0.05,16.14,220.69,1.18,4.02
DE811200,79.45,72.2,9.41,65.51,18.95,2.37,77.2,15.63,0,4.8,1.58,0.19,0.05,17.92,252.86,1.18,4.02
DE811210,79.45,72.2,9.41,65.51,18.95,2.37,77.2,15.63,0,4.8,1.56,0.19,0.04,17.97,254.22,1.18,4.02
DE811250,33.29,79.97,11.94,65.6,22.27,0.9,84.71,14.38,0,0,1.58,0.19,0.06,17.64,242.23,1.18,4.02
DE811260,102.65,16.6,11.93,65.43,21.71,1.71,90.36,7.93,0,0,1.5,0.23,0.08,14.34,202.85,1.18,4.02
DE811270,102.61,16.6,11.93,65.44,21.71,1.69,90.38,7.94,0,0,1.5,0.26,0.05,15.9,222.66,1.18,4.02
DE811350,212,21.43,12.71,61.2,23.82,4.28,77.56,18.15,0,0,1.61,0.15,0.07,12.81,185.66,1.18,4.02
DE811360,212,21.43,12.71,61.2,23.82,4.28,77.56,18.15,0,0,1.75,0.21,0.05,17.76,248.81,1.18,4.02
DE811370,66.25,21.31,12.29,60.58,22.61,6.43,87.02,6.55,0,0,1.69,0.21,0.05,17.92,250.82,1.18,4.02
DE811390,116.96,25.87,13.02,60.96,25.24,1.56,78.67,18.67,0,1.1,1.86,0.21,0.05,17.5,243.48,1.18,4.02
DE811420,34.89,28.88,10.92,63.71,25.02,0,83.93,16.07,0,0,1.79,0.24,0.04,18.13,246.29,1.18,4.02
DE811430,1385.32,64.23,11.28,62.32,20.58,4.45,74.45,17.97,0.59,2.54,1.6,0.32,0.07,16.82,249.6,1.18,4.02
DE811440,1385.32,64.23,11.28,62.32,20.58,4.45,74.45,17.97,0.59,2.54,1.55,0.22,0.05,17.14,249.57,1.18,4.02
DE811450,1385.32,64.23,11.28,62.32,20.58,4.45,74.45,17.97,0.59,2.54,1.56,0.25,0.06,15.25,225.99,1.18,4.02
DE811470,529.62,85.57,11.44,58.95,20.41,3.72,64.42,25.73,0.19,5.95,1.59,0.18,0.06,15.5,228.77,1.18,4.02
DE811480,529.62,85.57,11.44,58.95,20.41,3.72,64.42,25.73,0.19,5.95,1.61,0.21,0.06,16.06,237.24,1.18,4.02
DE811510,530.79,85.46,11.43,58.88,20.39,3.88,64.31,25.69,0.19,5.93,1.54,0.2,0.06,16.79,251.52,1.18,4.02
DE811520,530.79,85.46,11.43,58.88,20.39,3.88,64.31,25.69,0.19,5.93,1.59,0.18,0.05,16.96,249.2,1.18,4.02
DE811530,528.86,85.67,11.45,59.03,20.43,3.58,64.51,25.76,0.19,5.96,1.58,0.19,0.06,15.1,223.41,1.18,4.02
DE811550,124.79,59.75,11.36,63.07,22.06,3.88,80.72,14.33,0.21,0.86,1.54,0.18,0.07,17.58,251.86,1.18,4.02
DE811560,124.62,59.78,11.36,63.07,22.06,3.89,80.7,14.34,0.21,0.86,1.69,0.22,0.05,18.13,248.98,1.18,4.02
DE811580,77.18,57.73,11.08,59.37,19.13,16.86,60.13,22.28,0.74,0,1.45,0.22,0.06,17.23,257.78,1.18,4.02
DE811590,77.26,57.69,11.07,59.31,19.11,16.95,60.06,22.25,0.74,0,1.49,0.26,0.05,18,257.55,1.18,4.02
DE811600,303,66.84,10.71,65.88,20.41,1.33,84.69,11.72,1.04,1.22,1.54,0.21,0.07,17.42,251.28,1.18,4.02
DE811610,303,66.84,10.71,65.88,20.41,1.33,84.69,11.72,1.04,1.22,1.55,0.23,0.06,17.86,251.99,1.18,4.02
DE811620,118.39,111.56,11.47,64.63,21.53,1.16,76.67,21.01,0,1.16,1.6,0.17,0.06,17.17,251.22,1.18,4.02
DE811630,118.39,111.56,11.47,64.63,21.53,1.16,76.67,21.01,0,1.16,1.68,0.27,0.06,17.53,250.55,1.18,4.02
DE811750,101.78,85.41,11.28,64.59,22.62,1.41,90.73,7.48,0,0.37,1.54,0.22,0.06,16.39,233.01,1.18,4.02
DE811760,107.15,83.37,11.28,64.37,22.69,1.69,90.57,7.15,0,0.59,1.51,0.19,0.06,15.87,231.63,1.18,4.02
DE811770,107.15,83.37,11.28,64.37,22.69,1.69,90.57,7.15,0,0.59,1.53,0.23,0.06,16.37,231.71,1.18,4.02
DE811800,182.25,49.96,11.57,64.55,21.92,3.18,84.13,12.69,0,0,1.53,0.27,0.05,17.5,255.09,1.18,4.02
DE811840,1271.88,65.75,10.62,63.1,21.51,3.34,79.88,13.01,0.86,2.9,1.51,0.28,0.07,16.16,238.14,1.18,4.02
DE811850,1271.74,65.76,10.62,63.1,21.51,3.33,79.89,13.01,0.86,2.9,1.51,0.27,0.06,16.36,240.57,1.17,4.03
DE811950,32.75,113.96,8.59,45.93,17.03,6.69,42.8,31.55,0,18.96,1.64,0.11,0.08,18.25,248.08,1.17,4.03
DE811960,32.75,113.96,8.59,45.93,17.03,6.69,42.8,31.55,0,18.96,1.65,0.16,0.06,18.37,250.83,1.17,4.03
DE812010,42.96,68.75,9,66.22,22.89,1.27,62.46,36.28,0,0,1.74,0.16,0.04,18.71,246.28,1.17,4.03
DE812030,73.76,84.97,8.56,70.89,16.78,1.25,69.25,27.22,0,2.28,1.59,0.13,0.05,17.59,249.68,1.17,4.03
DE812040,73.76,84.97,8.56,70.89,16.78,1.25,69.25,27.22,0,2.28,1.59,0.14,0.05,17.79,249.24,1.17,4.03
DE812050,73.76,84.97,8.56,70.89,16.78,1.25,69.25,27.22,0,2.28,1.55,0.13,0.05,16.46,229.07,1.17,4.03
DE812060,170.69,80.53,8.83,71.28,16.15,0.85,68.94,27.82,0,2.38,1.63,0.2,0.05,17.61,251.3,1.17,4.03
DE812070,26.13,78.58,9.16,69.96,16.67,4.48,91.97,3.55,0,0,1.57,0.16,0.04,16.18,224.51,1.17,4.03
DE812080,39.14,83.18,9.11,69.69,16.36,1.15,74.57,21.78,0,2.5,1.59,0.18,0.06,16.91,234.91,1.17,4.03
DE812100,1246.78,78.36,7.78,55.89,14.73,3.34,45.67,32.1,0.93,17.97,1.57,0.22,0.07,18.3,250.68,1.17,4.03
DE812110,1246.78,78.36,7.78,55.89,14.73,3.34,45.67,32.1,0.93,17.97,1.6,0.18,0.06,17.09,246.94,1.17,4.03
DE812170,101.9,57.08,8.91,67.27,22.64,2.43,80.53,17.04,0,0,1.69,0.24,0.07,14.42,188.04,1.17,4.03
DE812180,141.01,53.4,11.56,57.03,27.62,4.95,78.89,14.67,0.26,1.23,1.9,0.19,0.04,18.01,239.81,1.17,4.03
DE812190,144.2,53.23,11.55,57.18,27.55,4.95,78.61,14.98,0.26,1.21,1.81,0.11,0.04,16.98,240.36,1.17,4.03
DE812200,674.51,42.3,10.27,66.78,20.35,3.7,62.06,33.89,0.1,0.26,1.81,0.12,0.05,16.37,230.28,1.17,4.03
DE812210,357.73,33.71,8.45,73.51,15.43,4.01,62.52,33.47,0,0,1.73,0.15,0.05,15.71,221.8,1.17,4.03
DE812250,86.31,47.54,12.59,55.1,27.53,5.12,80.75,14.13,0,0,1.93,0.17,0.04,16.43,215.94,1.17,4.03
DE812280,172.37,38.71,16.3,53.66,26.81,3.96,71.3,24.2,0,0.53,1.93,0.12,0.04,16.98,236.19,1.17,4.03
DE812290,35.88,30.44,13.64,62.8,22.43,1.76,58.08,40.16,0,0,1.93,0.15,0.03,17.83,240.88,1.17,4.03
DE910020,396.82,50.78,7.33,75.79,14.83,3.6,87.75,8.65,0,0,2.18,0.07,0.02,15.94,225.6,1.17,4.03
DE910070,17.01,138.82,20.85,33,45.98,0.26,79.68,20.06,0,0,2.37,-0.04,0.03,16.71,221.63,1.17,4.03
DE910080,17.01,138.82,20.85,33,45.98,0.26,79.68,20.06,0,0,2.35,-0.04,0.03,16.25,221.74,1.17,4.03
DE910090,60.55,135.85,19.36,35,45.12,0.92,75.28,23.8,0,0,2.33,-0.03,0.03,16.3,222.37,1.17,4.03
DE910110,64.87,128.06,18.4,38.29,41.38,3.78,65.05,30.79,0,0.39,2.19,0.02,0.03,16.73,229.65,1.17,4.03
DE910120,225.01,118.51,17.32,38.02,41.3,4.94,73.28,21.67,0,0.11,2.23,0.02,0.03,16.26,224.21,1.17,4.03
DE910130,25.75,101.68,13.27,39.18,35.43,16.75,69.4,13.85,0,0,2.3,-0.03,0.03,17,224.91,1.17,4.03
DE910140,52.86,106.24,11.7,48.73,31.72,10.97,60.25,28.78,0,0,2.31,-0.01,0.03,16.75,224.14,1.17,4.03
